boundary_mode,ci95_high,ci95_low,comparison,horizon,improvement_ratio_left_over_right,layer,left,left_mean,mean_difference,metric,n_problems,right,right_mean
natural-clean,0.0011934856595910168,-0.015695928398059313,rlvr-dpo,1,1.0039765589257732,28,dpo,1.9860335429124591,-0.007866298611995236,normalized_mse,100,rlvr,1.978167244300464
natural-clean,0.012429994859135922,-0.024397511313270465,rlvr-dpo,2,1.0015188412297327,28,dpo,4.744962597003305,-0.0071959153729146234,normalized_mse,100,rlvr,4.737766681630391
natural-clean,0.058644654517852765,-0.02073656171538875,rlvr-dpo,3,0.9982416971458732,28,dpo,9.412567005003318,0.01657929485101492,normalized_mse,98,rlvr,9.429146299854331
natural-clean,0.31502966003931115,0.057559628276590266,rlvr-dpo,5,0.9927588970445126,28,dpo,24.057792450283976,0.17547558881907022,normalized_mse,92,rlvr,24.233268039103045
natural-clean,-0.0008727038954804262,-0.0019264491706849234,rlvr-dpo,1,1.0017004820613804,28,dpo,0.825064959079389,-0.0014006264222820842,perp_score,100,rlvr,0.8236643326571068
natural-clean,-8.080965287008084e-05,-0.0019252311983660039,rlvr-dpo,1,1.00071164487557,32,dpo,1.4425613527761236,-0.0010258613454287224,cos_score,100,rlvr,1.4415354914306946
natural-clean,-0.008321831915160708,-0.019691074626190973,rlvr-dpo,1,1.0056898754345158,32,dpo,2.5009924521989326,-0.014149824775285041,normalized_mse,100,rlvr,2.486842627423648
natural-clean,-0.0018241746287364746,-0.03623282569851559,rlvr-dpo,2,1.0032502250797346,32,dpo,6.006395453695544,-0.01945889136566543,normalized_mse,100,rlvr,5.986936562329879
natural-clean,0.012235289157572767,-0.07520186473470292,rlvr-dpo,3,1.0025826301975909,32,dpo,11.876145322870924,-0.030592681957573975,normalized_mse,98,rlvr,11.845552640913349
natural-clean,-0.020603449555998583,-0.2829256736779175,rlvr-dpo,5,1.0050796580870354,32,dpo,30.27430120264166,-0.15300588137067844,normalized_mse,92,rlvr,30.121295321270985
natural-clean,-0.0011620887421058337,-0.0019214276182042585,rlvr-dpo,1,1.0018756684155508,32,dpo,0.8234190686665787,-0.0015415696663267553,perp_score,100,rlvr,0.8218774990002521
